policy,candidate_id,seed,contention_level,freshness_window,delta,A0,deadline_and_stale_count,deadline_miss_count,deadline_success_rate,divergence,dronet_deadline_success_rate,dronet_deadline_success_rate_vs_ref,dronet_max_lateness_ms,dronet_max_lateness_ms_vs_ref,dronet_n_invocations,dronet_reference_window_ms,epoch_comparable,epoch_ms,fits_in_epoch,freshness_success_rate,makespan_ms,max_input_age,max_input_age_at_start,n_with_age,no_producer_count,no_producer_rate,output_valid_rate,p50_input_age,p50_input_age_at_start,p95_input_age,p95_input_age_at_start,p99_input_age,pipeline_fill_ms,soft_instances_admitted,soft_instances_completed,soft_instances_offered,soft_instances_released,solver_wall_s,stale_input_count,stale_input_rate,steady_no_producer_rate,steady_output_valid_rate,steady_stale_input_rate,steady_total_consumer_invocations,structurally_unservable_count,total_consumer_invocations,valid_count
probe_defer7,probe_defer7,0,0,65.546074,5.0,60.546074,0,0,1.0,0.06666666666666665,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.9333333333333333,290.5460739999999,60.54607400000002,60.0,28,2,0.06666666666666667,0.9333333333333333,40.546074000000004,40.0,60.546074000000004,60.0,60.54607400000001,17.973077999999997,0,0,0,0,6.3806257247924805,0,0.0,0.0,1.0,0.0,28,2,30,28
probe_defer7,probe_defer7,0,0,70.546074,10.0,60.546074,0,0,1.0,0.06666666666666665,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.9333333333333333,290.5460739999999,60.54607400000002,60.0,28,2,0.06666666666666667,0.9333333333333333,40.546074000000004,40.0,60.546074000000004,60.0,60.54607400000001,17.973077999999997,0,0,0,0,6.3806257247924805,0,0.0,0.0,1.0,0.0,28,2,30,28
probe_defer7,probe_defer7,0,0,80.546074,20.0,60.546074,0,0,1.0,0.06666666666666665,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.9333333333333333,290.5460739999999,60.54607400000002,60.0,28,2,0.06666666666666667,0.9333333333333333,40.546074000000004,40.0,60.546074000000004,60.0,60.54607400000001,17.973077999999997,0,0,0,0,6.3806257247924805,0,0.0,0.0,1.0,0.0,28,2,30,28
probe_defer7,probe_defer7,0,0,90.546074,30.0,60.546074,0,0,1.0,0.06666666666666665,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.9333333333333333,290.5460739999999,60.54607400000002,60.0,28,2,0.06666666666666667,0.9333333333333333,40.546074000000004,40.0,60.546074000000004,60.0,60.54607400000001,17.973077999999997,0,0,0,0,6.3806257247924805,0,0.0,0.0,1.0,0.0,28,2,30,28
probe_defer7,probe_defer7,0,0,110.546074,50.0,60.546074,0,0,1.0,0.06666666666666665,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.9333333333333333,290.5460739999999,60.54607400000002,60.0,28,2,0.06666666666666667,0.9333333333333333,40.546074000000004,40.0,60.546074000000004,60.0,60.54607400000001,17.973077999999997,0,0,0,0,6.3806257247924805,0,0.0,0.0,1.0,0.0,28,2,30,28
probe_defer7,probe_defer7,0,1,65.546074,5.0,60.546074,0,0,1.0,0.19999999999999996,1.0,1.0,-2.825316999999984,-2.825316999999984,6,50.0,True,300.0,True,0.8,290.5460739999999,90.54607400000002,90.0,27,3,0.1,0.8,40.546074000000004,40.0,77.546074,77.0,87.94607400000001,17.973077999999997,1,1,1,1,13.789114475250244,3,0.1,0.03571428571428571,0.8571428571428571,0.10714285714285714,28,2,30,24
probe_defer7,probe_defer7,0,1,70.546074,10.0,60.546074,0,0,1.0,0.16666666666666663,1.0,1.0,-2.825316999999984,-2.825316999999984,6,50.0,True,300.0,True,0.8333333333333334,290.5460739999999,90.54607400000002,90.0,27,3,0.1,0.8333333333333334,40.546074000000004,40.0,77.546074,77.0,87.94607400000001,17.973077999999997,1,1,1,1,13.789114475250244,2,0.06666666666666667,0.03571428571428571,0.8928571428571429,0.07142857142857142,28,2,30,25
probe_defer7,probe_defer7,0,1,80.546074,20.0,60.546074,0,0,1.0,0.1333333333333333,1.0,1.0,-2.825316999999984,-2.825316999999984,6,50.0,True,300.0,True,0.8666666666666667,290.5460739999999,90.54607400000002,90.0,27,3,0.1,0.8666666666666667,40.546074000000004,40.0,77.546074,77.0,87.94607400000001,17.973077999999997,1,1,1,1,13.789114475250244,1,0.03333333333333333,0.03571428571428571,0.9285714285714286,0.03571428571428571,28,2,30,26
probe_defer7,probe_defer7,0,1,90.546074,30.0,60.546074,0,0,1.0,0.09999999999999998,1.0,1.0,-2.825316999999984,-2.825316999999984,6,50.0,True,300.0,True,0.9,290.5460739999999,90.54607400000002,90.0,27,3,0.1,0.9,40.546074000000004,40.0,77.546074,77.0,87.94607400000001,17.973077999999997,1,1,1,1,13.789114475250244,0,0.0,0.03571428571428571,0.9642857142857143,0.0,28,2,30,27
probe_defer7,probe_defer7,0,1,110.546074,50.0,60.546074,0,0,1.0,0.09999999999999998,1.0,1.0,-2.825316999999984,-2.825316999999984,6,50.0,True,300.0,True,0.9,290.5460739999999,90.54607400000002,90.0,27,3,0.1,0.9,40.546074000000004,40.0,77.546074,77.0,87.94607400000001,17.973077999999997,1,1,1,1,13.789114475250244,0,0.0,0.03571428571428571,0.9642857142857143,0.0,28,2,30,27
