candidate_id,consumer_deadline,consumer_end_time,consumer_instance,consumer_release_time,consumer_start_time,consumer_task,contention_level,deadline_valid,epoch,experiment_id,freshness_valid,freshness_window,input_age_at_output,input_age_at_start,invalid_reason,output_valid,policy,producer_end_time,producer_instance,producer_instance_provenance,producer_release_time,producer_sample_time,producer_start_time,producer_task,seed
static_nominal,200.0,190.546074,19,190.0,190.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,40.546074000000004,40.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,210.0,200.546074,20,200.0,200.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,50.546074000000004,50.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,220.0,210.546074,21,210.0,210.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,60.546074000000004,60.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,230.0,220.546074,22,220.0,220.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,20.546074000000004,20.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,240.0,230.546074,23,230.0,230.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,30.546074000000004,30.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,250.0,240.546074,24,240.0,240.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,40.546074000000004,40.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,260.0,250.546074,25,250.0,250.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,50.546074000000004,50.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,270.0,260.5460739999999,26,260.0,260.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,60.54607399999992,60.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,280.0,270.5460739999999,27,270.0,270.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,20.54607399999992,20.0,valid,True,static_nominal,267.17468299999996,5,inferred_from_schedule_timestamps,250.0,250.0,250.546074,dronet,0
static_nominal,290.0,280.5460739999999,28,280.0,280.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,30.54607399999992,30.0,valid,True,static_nominal,267.17468299999996,5,inferred_from_schedule_timestamps,250.0,250.0,250.546074,dronet,0
static_nominal,300.0,290.5460739999999,29,290.0,290.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi65.5,True,65.546074,40.54607399999992,40.0,valid,True,static_nominal,267.17468299999996,5,inferred_from_schedule_timestamps,250.0,250.0,250.546074,dronet,0
static_nominal,10.0,0.546074,0,0.0,0.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,False,70.546074,,,no_completed_producer,False,static_nominal,,,inferred_from_schedule_timestamps,,,,dronet,0
static_nominal,20.0,10.546074000000003,1,10.0,10.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,False,70.546074,,,no_completed_producer,False,static_nominal,,,inferred_from_schedule_timestamps,,,,dronet,0
static_nominal,30.0,20.546073999999994,2,20.0,20.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,20.546073999999994,20.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,40.0,30.546073999999994,3,30.0,30.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,30.546073999999994,30.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,50.0,40.546074,4,40.0,40.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,40.546074,40.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,60.0,50.546074,5,50.0,50.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,50.546074,50.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,70.0,60.546074,6,60.0,60.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,60.546074,60.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,80.0,70.54607400000002,7,70.0,70.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,20.54607400000002,20.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,90.0,80.54607400000002,8,80.0,80.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,30.54607400000002,30.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,100.0,90.54607400000002,9,90.0,90.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,40.54607400000002,40.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,110.0,100.54607400000002,10,100.0,100.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,50.54607400000002,50.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,120.0,110.54607400000002,11,110.0,110.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,60.54607400000002,60.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,130.0,120.54607400000002,12,120.0,120.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,20.54607400000002,20.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,140.0,130.546074,13,130.0,130.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,30.546074000000004,30.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,150.0,140.546074,14,140.0,140.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,40.546074000000004,40.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,160.0,150.546074,15,150.0,150.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,50.546074000000004,50.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,170.0,160.546074,16,160.0,160.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,60.546074000000004,60.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,180.0,170.546074,17,170.0,170.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,20.546074000000004,20.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,190.0,180.546074,18,180.0,180.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,30.546074000000004,30.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,200.0,190.546074,19,190.0,190.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,40.546074000000004,40.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,210.0,200.546074,20,200.0,200.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,50.546074000000004,50.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,220.0,210.546074,21,210.0,210.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,60.546074000000004,60.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,230.0,220.546074,22,220.0,220.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,20.546074000000004,20.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,240.0,230.546074,23,230.0,230.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,30.546074000000004,30.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,250.0,240.546074,24,240.0,240.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,40.546074000000004,40.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,260.0,250.546074,25,250.0,250.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,50.546074000000004,50.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,270.0,260.5460739999999,26,260.0,260.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,60.54607399999992,60.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,280.0,270.5460739999999,27,270.0,270.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,20.54607399999992,20.0,valid,True,static_nominal,267.17468299999996,5,inferred_from_schedule_timestamps,250.0,250.0,250.546074,dronet,0
static_nominal,290.0,280.5460739999999,28,280.0,280.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,30.54607399999992,30.0,valid,True,static_nominal,267.17468299999996,5,inferred_from_schedule_timestamps,250.0,250.0,250.546074,dronet,0
static_nominal,300.0,290.5460739999999,29,290.0,290.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi70.5,True,70.546074,40.54607399999992,40.0,valid,True,static_nominal,267.17468299999996,5,inferred_from_schedule_timestamps,250.0,250.0,250.546074,dronet,0
static_nominal,10.0,0.546074,0,0.0,0.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,False,80.546074,,,no_completed_producer,False,static_nominal,,,inferred_from_schedule_timestamps,,,,dronet,0
static_nominal,20.0,10.546074000000003,1,10.0,10.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,False,80.546074,,,no_completed_producer,False,static_nominal,,,inferred_from_schedule_timestamps,,,,dronet,0
static_nominal,30.0,20.546073999999994,2,20.0,20.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,20.546073999999994,20.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,40.0,30.546073999999994,3,30.0,30.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,30.546073999999994,30.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,50.0,40.546074,4,40.0,40.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,40.546074,40.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,60.0,50.546074,5,50.0,50.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,50.546074,50.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,70.0,60.546074,6,60.0,60.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,60.546074,60.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,80.0,70.54607400000002,7,70.0,70.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,20.54607400000002,20.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,90.0,80.54607400000002,8,80.0,80.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,30.54607400000002,30.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,100.0,90.54607400000002,9,90.0,90.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,40.54607400000002,40.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,110.0,100.54607400000002,10,100.0,100.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,50.54607400000002,50.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,120.0,110.54607400000002,11,110.0,110.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,60.54607400000002,60.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,130.0,120.54607400000002,12,120.0,120.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,20.54607400000002,20.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,140.0,130.546074,13,130.0,130.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,30.546074000000004,30.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,150.0,140.546074,14,140.0,140.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,40.546074000000004,40.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,160.0,150.546074,15,150.0,150.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,50.546074000000004,50.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,170.0,160.546074,16,160.0,160.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,60.546074000000004,60.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,180.0,170.546074,17,170.0,170.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,20.546074000000004,20.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,190.0,180.546074,18,180.0,180.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,30.546074000000004,30.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,200.0,190.546074,19,190.0,190.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,40.546074000000004,40.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,210.0,200.546074,20,200.0,200.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,50.546074000000004,50.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,220.0,210.546074,21,210.0,210.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,60.546074000000004,60.0,valid,True,static_nominal,167.17468300000002,3,inferred_from_schedule_timestamps,150.0,150.0,150.546074,dronet,0
static_nominal,230.0,220.546074,22,220.0,220.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,20.546074000000004,20.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,240.0,230.546074,23,230.0,230.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,30.546074000000004,30.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,250.0,240.546074,24,240.0,240.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,40.546074000000004,40.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,260.0,250.546074,25,250.0,250.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,50.546074000000004,50.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,270.0,260.5460739999999,26,260.0,260.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,60.54607399999992,60.0,valid,True,static_nominal,217.17468300000002,4,inferred_from_schedule_timestamps,200.0,200.0,200.546074,dronet,0
static_nominal,280.0,270.5460739999999,27,270.0,270.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,20.54607399999992,20.0,valid,True,static_nominal,267.17468299999996,5,inferred_from_schedule_timestamps,250.0,250.0,250.546074,dronet,0
static_nominal,290.0,280.5460739999999,28,280.0,280.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,30.54607399999992,30.0,valid,True,static_nominal,267.17468299999996,5,inferred_from_schedule_timestamps,250.0,250.0,250.546074,dronet,0
static_nominal,300.0,290.5460739999999,29,290.0,290.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi80.5,True,80.546074,40.54607399999992,40.0,valid,True,static_nominal,267.17468299999996,5,inferred_from_schedule_timestamps,250.0,250.0,250.546074,dronet,0
static_nominal,10.0,0.546074,0,0.0,0.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,False,90.546074,,,no_completed_producer,False,static_nominal,,,inferred_from_schedule_timestamps,,,,dronet,0
static_nominal,20.0,10.546074000000003,1,10.0,10.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,False,90.546074,,,no_completed_producer,False,static_nominal,,,inferred_from_schedule_timestamps,,,,dronet,0
static_nominal,30.0,20.546073999999994,2,20.0,20.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,20.546073999999994,20.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,40.0,30.546073999999994,3,30.0,30.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,30.546073999999994,30.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,50.0,40.546074,4,40.0,40.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,40.546074,40.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,60.0,50.546074,5,50.0,50.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,50.546074,50.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,70.0,60.546074,6,60.0,60.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,60.546074,60.0,valid,True,static_nominal,17.174682999999995,0,inferred_from_schedule_timestamps,0.0,0.0,0.546074,dronet,0
static_nominal,80.0,70.54607400000002,7,70.0,70.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,20.54607400000002,20.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,90.0,80.54607400000002,8,80.0,80.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,30.54607400000002,30.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,100.0,90.54607400000002,9,90.0,90.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,40.54607400000002,40.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,110.0,100.54607400000002,10,100.0,100.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,50.54607400000002,50.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,120.0,110.54607400000002,11,110.0,110.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,60.54607400000002,60.0,valid,True,static_nominal,67.17468299999999,1,inferred_from_schedule_timestamps,50.0,50.0,50.546074,dronet,0
static_nominal,130.0,120.54607400000002,12,120.0,120.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,20.54607400000002,20.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
static_nominal,140.0,130.546074,13,130.0,130.0,mlp_control,0.0,True,0,static_nominal_B0_s0_phi90.5,True,90.546074,30.546074000000004,30.0,valid,True,static_nominal,117.17468300000002,2,inferred_from_schedule_timestamps,100.0,100.0,100.54607400000002,dronet,0
